genero,rangoedad,estado,Actividad,condicion,grupoetnico,tipoevento,Ubicación,municipio,departamento,sitio,latitudcabecera,longitudcabecera,tipoarea,ano,mes,codigodanemunicipio,codigodanedepartamento
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.270279, -73.865805)",MORALES,BOLIVAR,Corg. Mico Ahumado,8.270279,-73.865805,Rural,1993,8,13473,13
Hombre,Mayor de 18 anos,Muerto,Trabajos de casa,Civil,no,Sin informacion,"(1.628192, -77.459098)",POLICARPA,NARINO,Sin informacion,1.628192,-77.459098,Rural,2006,11,52540,52
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda Villeta Florida,5.731577,-75.1416,Rural,2004,9,5055,5
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda Villeta Florida,5.731577,-75.1416,Rural,2004,9,5055,5
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda Villeta Florida,5.731577,-75.1416,Rural,2004,9,5055,5
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda Villeta Florida,5.731577,-75.1416,Rural,2004,9,5055,5
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(7.023186, -71.384978)",ARAUQUITA,ARAUCA,"Vereda Villanueva, Caserio El Campin",7.023186,-71.384978,Rural,2007,9,81065,81
Hombre,Menor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(7.023186, -71.384978)",ARAUQUITA,ARAUCA,"Vereda Villanueva, Caserio El Campin",7.023186,-71.384978,Rural,2007,9,81065,81
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(7.023186, -71.384978)",ARAUQUITA,ARAUCA,"Vereda Villanueva, Caserio El Campin",7.023186,-71.384978,Rural,2007,9,81065,81
Hombre,Mayor de 18 anos,Herido,"Recogiendo comida, agua o  madera",Civil,no,Sin informacion,"(6.313589, -73.950046)",CIMITARRA,SANTANDER,Vereda La Laguna,6.313589,-73.950046,Rural,1997,12,68190,68
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(8.81055, -74.722467)",SUCRE,SUCRE,La Mojana,8.81055,-74.722467,Rural,1993,11,70771,70
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,no,Sin informacion,"(3.084609, -73.795452)",VISTAHERMOSA,META,"Vereda Palestina, Finca Palestina",3.084609,-73.795452,Rural,2005,11,50711,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda El Cafe,5.731577,-75.1416,Rural,2005,5,5055,5
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(2.939542, -73.207891)",PUERTO RICO,META,Vereda Canos Negros,2.939542,-73.207891,Rural,2004,2,50590,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(6.37629, -75.14112)",ALEJANDRIA,ANTIOQUIA,Vereda San Lorenzo,6.37629,-75.14112,Rural,2002,7,5021,5
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.64447617725, -72.804214354)",ARBOLEDAS,NORTE DE SANTANDER,Sin informacion,7.64447617725,-72.804214354,Rural,2000,12,54051,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.64447617725, -72.804214354)",ARBOLEDAS,NORTE DE SANTANDER,Sin informacion,7.64447617725,-72.804214354,Rural,2000,12,54051,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.880278, -76.157778)",BUGA,VALLE DEL CAUCA,Vereda Campo Hermosa,3.880278,-76.157778,Rural,2006,3,76111,76
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.702778, -72.980278)",EL TARRA,NORTE DE SANTANDER,Vereda San Martin,8.702778,-72.980278,Rural,2006,7,54250,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.006776, -73.909682)",YONDO,ANTIOQUIA,San Antonio,7.006776,-73.909682,Rural,2005,5,5893,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.189167, -74.920833)",SAN VICENTE DEL CAGUAN,CAQUETA,Entrada Buenos Aires,2.189167,-74.920833,Rural,2007,12,18753,18
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.058056, -75.206389)",ANORI,ANTIOQUIA,La Culebra,7.058056,-75.206389,Rural,2007,3,5040,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.058056, -75.206389)",ANORI,ANTIOQUIA,La Culebra,7.058056,-75.206389,Rural,2007,3,5040,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.311944, -75.227778)",VALDIVIA,ANTIOQUIA,Quebrada Del Diablo,7.311944,-75.227778,Rural,2005,4,5854,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.585556, -75.348611)",EL PAUJIL,CAQUETA,Sin informacion,1.585556,-75.348611,Rural,2002,9,18256,18
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,no,Sin informacion,"(7.437292, -77.111288)",RIOSUCIO,CHOCO,Area De Chintado Medio,7.437292,-77.111288,Rural,2002,9,27615,27
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.197458, -75.643224)",PLANADAS,TOLIMA,"Vereda San Miguel, Finca La Esperanza",3.197458,-75.643224,Rural,2006,4,73555,73
Mujer,Menor de 18 anos,Muerto,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Paraje La Aguada,5.731577,-75.1416,Rural,2005,12,5055,5
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Paraje La Aguada,5.731577,-75.1416,Rural,2005,12,5055,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.753889, -75.648889)",FLORENCIA,CAQUETA,Cerro Pistola,1.753889,-75.648889,Rural,2004,11,18001,18
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.447778, -72.511667)",LABRANZAGRANDE,BOYACA,Vereda Cueta,5.447778,-72.511667,Rural,2004,11,15377,15
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.45832, -73.676674)",SAN JUANITO,META,Sitio San Marino,4.45832,-73.676674,Rural,1996,5,50686,50
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.45832, -73.676674)",SAN JUANITO,META,Sitio San Marino,4.45832,-73.676674,Rural,1996,5,50686,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.45832, -73.676674)",SAN JUANITO,META,Sitio San Marino,4.45832,-73.676674,Rural,1996,5,50686,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.179444, -74.986111)",SAN CARLOS,ANTIOQUIA,Sin informacion,6.179444,-74.986111,Rural,2002,7,5649,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.179444, -74.986111)",SAN CARLOS,ANTIOQUIA,Sin informacion,6.179444,-74.986111,Rural,2002,7,5649,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.179444, -74.986111)",SAN CARLOS,ANTIOQUIA,Sin informacion,6.179444,-74.986111,Rural,2002,7,5649,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.179444, -74.986111)",SAN CARLOS,ANTIOQUIA,Sin informacion,6.179444,-74.986111,Rural,2002,7,5649,5
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(3.380371, -74.042419)",MESETAS,META,Vereda Los Alpes,3.380371,-74.042419,Rural,2004,4,50330,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(6.058001, -75.185085)",COCORNA,ANTIOQUIA,Vereda San Lorenzo,6.058001,-75.185085,Rural,2002,8,5197,5
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,no,Sin informacion,"(6.058001, -75.185085)",COCORNA,ANTIOQUIA,Vereda San Lorenzo,6.058001,-75.185085,Rural,2002,8,5197,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.168056, -74.578333)",REMEDIOS,ANTIOQUIA,Sitio Canaverales,7.168056,-74.578333,Rural,2005,4,5604,5
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.892603, -76.145891)",EL CARMEN DEL ATRATO,CHOCO,Carmen Del Darien,5.892603,-76.145891,Rural,2001,7,27245,27
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.892603, -76.145891)",EL CARMEN DEL ATRATO,CHOCO,Carmen Del Darien,5.892603,-76.145891,Rural,2001,7,27245,27
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.892603, -76.145891)",EL CARMEN DEL ATRATO,CHOCO,Carmen Del Darien,5.892603,-76.145891,Rural,2001,7,27245,27
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.892603, -76.145891)",EL CARMEN DEL ATRATO,CHOCO,Carmen Del Darien,5.892603,-76.145891,Rural,2001,7,27245,27
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(1.621012, -75.619118)",FLORENCIA,CAQUETA,Vereda La Carbona,1.621012,-75.619118,Rural,2002,9,18001,18
Hombre,Mayor de 18 anos,Herido,Actividades fuerza publica,Fuerza publica,no,Sin informacion,"(1.68305192469, -76.5770062302)",SANTA ROSA,CAUCA,Sitio Cerro La Vieja,1.68305192469,-76.5770062302,Rural,2004,9,19701,19
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.042723, -74.994899)",SAN LUIS,ANTIOQUIA,Mesones,6.042723,-74.994899,Rural,2006,6,5660,5
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Fuerza publica,no,Sin informacion,"(6.042723, -74.994899)",SAN LUIS,ANTIOQUIA,Mesones,6.042723,-74.994899,Rural,2006,6,5660,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.042723, -74.994899)",SAN LUIS,ANTIOQUIA,Mesones,6.042723,-74.994899,Rural,2006,6,5660,5
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(6.097617, -75.3593)",CARMEN DE VIBORAL,ANTIOQUIA,Porvenir,6.097617,-75.3593,Rural,2004,11,5148,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.036389, -75.333056)",ORTEGA,TOLIMA,Sin informacion,4.036389,-75.333056,Rural,2005,12,73504,73
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.036389, -75.333056)",ORTEGA,TOLIMA,Sin informacion,4.036389,-75.333056,Rural,2005,12,73504,73
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.036389, -75.333056)",ORTEGA,TOLIMA,Sin informacion,4.036389,-75.333056,Rural,2005,12,73504,73
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(4.036389, -75.333056)",ORTEGA,TOLIMA,Sin informacion,4.036389,-75.333056,Rural,2005,12,73504,73
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.701944, -74.662222)",DOLORES,TOLIMA,Cuchilla Altamizal,3.701944,-74.662222,Rural,2004,5,73236,73
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.701944, -74.662222)",DOLORES,TOLIMA,Cuchilla Altamizal,3.701944,-74.662222,Rural,2004,5,73236,73
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,"Vereda Palestina, Finca La Esmeralda",3.125088,-73.752373,Rural,2006,1,50711,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.956662, -73.949071)",SIMITI,BOLIVAR,Sector Campo Frio,7.956662,-73.949071,Rural,2007,3,13744,13
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Vereda Pinalito,3.125088,-73.752373,Rural,2006,8,50711,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Vereda Pinalito,3.125088,-73.752373,Rural,2006,8,50711,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(2.939542, -73.207891)",PUERTO RICO,META,Sin informacion,2.939542,-73.207891,Rural,2005,4,50590,50
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(8.437183, -73.287706)",TEORAMA,NORTE DE SANTANDER,Finca Villa Nueva,8.437183,-73.287706,Rural,2002,5,54800,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.443056, -75.0725)",SAMANA,CALDAS,Vereda Viboral,5.443056,-75.0725,Rural,2006,10,17662,17
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Vereda El Silencio,8.639326,-72.735541,Rural,2003,5,54810,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.621012, -75.619118)",FLORENCIA,CAQUETA,Sin informacion,1.621012,-75.619118,Rural,2005,12,18001,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.785, -73.135)",TEORAMA,NORTE DE SANTANDER,Sector De Mundo Nuevo,8.785,-73.135,Rural,2007,11,54800,54
Hombre,Mayor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(6.751363, -76.025341)",CANASGORDAS,ANTIOQUIA,Sin informacion,6.751363,-76.025341,Rural,2006,1,5138,5
Hombre,Menor de 18 anos,Herido,Manipulacion,Civil,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Vereda Santo Domingo,3.125088,-73.752373,Rural,2003,12,50711,50
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(7.397197, -73.496496)",SABANA DE TORRES,SANTANDER,Vereda La Robada,7.397197,-73.496496,Rural,2002,11,68655,68
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.621012, -75.619118)",FLORENCIA,CAQUETA,"Cerro El Nevado, Vereda Santa Helena",1.621012,-75.619118,Rural,2003,1,18001,18
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.393534, -74.073426)",MESETAS,META,"Vereda Los Naranjos, Finca El Encanto",3.393534,-74.073426,Rural,2004,2,50330,50
Hombre,Menor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.393534, -74.073426)",MESETAS,META,"Vereda Los Naranjos, Finca El Encanto",3.393534,-74.073426,Rural,2004,2,50330,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Filo El Cascajo,8.639326,-72.735541,Rural,2003,10,54810,54
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.639326, -72.735541)",TIBU,NORTE DE SANTANDER,Filo El Cascajo,8.639326,-72.735541,Rural,2003,10,54810,54
Hombre,Menor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(2.976277, -73.674948)",VISTAHERMOSA,META,Inspeccion Pinalito,2.976277,-73.674948,Rural,2005,6,50711,50
Mujer,Menor de 18 anos,Herido,Trabajos de casa,Civil,no,Sin informacion,"(2.976277, -73.674948)",VISTAHERMOSA,META,Inspeccion Pinalito,2.976277,-73.674948,Rural,2005,6,50711,50
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(7.597383, -74.809065)",EL BAGRE,ANTIOQUIA,Sin informacion,7.597383,-74.809065,Rural,2000,1,5250,5
Hombre,Mayor de 18 anos,Herido,Agricultura,Civil,no,Sin informacion,"(3.695026, -73.808105)",EL DORADO,META,Vereda San Pedro,3.695026,-73.808105,Rural,2003,9,50270,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.438889, -75.322222)",SALAMINA,CALDAS,Serrania Del Guayabo,5.438889,-75.322222,Rural,2008,2,17653,17
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.965414, -75.10198)",SAN FRANCISCO,ANTIOQUIA,Sector Puente Pailania,5.965414,-75.10198,Rural,2004,6,5652,5
Hombre,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.965414, -75.10198)",SAN FRANCISCO,ANTIOQUIA,Sector Puente Pailania,5.965414,-75.10198,Rural,2004,6,5652,5
Hombre,Mayor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(5.965414, -75.10198)",SAN FRANCISCO,ANTIOQUIA,Sector Puente Pailania,5.965414,-75.10198,Rural,2004,6,5652,5
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Finca Jerico,3.125088,-73.752373,Rural,2005,10,50711,50
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Finca Jerico,3.125088,-73.752373,Rural,2005,10,50711,50
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.125088, -73.752373)",VISTAHERMOSA,META,Finca Jerico,3.125088,-73.752373,Rural,2005,10,50711,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.067077, -75.138764)",TELLO,HUILA,Vereda La Urraca,3.067077,-75.138764,Rural,1992,7,41799,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.067077, -75.138764)",TELLO,HUILA,Vereda La Urraca,3.067077,-75.138764,Rural,1992,7,41799,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.067077, -75.138764)",TELLO,HUILA,Vereda La Urraca,3.067077,-75.138764,Rural,1992,7,41799,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.067077, -75.138764)",TELLO,HUILA,Vereda La Urraca,3.067077,-75.138764,Rural,1992,7,41799,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.215, -74.446)",URIBE,META,Sector Filo Chamuscao,3.215,-74.446,Rural,2008,4,50370,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.578889, -75.091944)",SAMANA,CALDAS,Sector Buena Vista,5.578889,-75.091944,Rural,2004,2,17662,17
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.243611, -74.426111)",LA PENA,CUNDINAMARCA,Sin informacion,5.243611,-74.426111,Rural,2003,6,25398,25
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.650556, -74.970556)",SAMANA,CALDAS,Patio Bonito,5.650556,-74.970556,Rural,2007,9,17662,17
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(5.650556, -74.970556)",SAMANA,CALDAS,Patio Bonito,5.650556,-74.970556,Rural,2007,9,17662,17
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(6.139, -75.055)",SAN CARLOS,ANTIOQUIA,Vereda El Choco,6.139,-75.055,Rural,2004,3,5649,5
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(6.461209, -71.730855)",TAME,ARAUCA,"Vereda Arabia, Finca Pueblo Seco",6.461209,-71.730855,Rural,2004,3,81794,81
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(6.461209, -71.730855)",TAME,ARAUCA,"Vereda Arabia, Finca Pueblo Seco",6.461209,-71.730855,Rural,2004,3,81794,81
Hombre,Mayor de 18 anos,Muerto,"Pasando, estando cerca",Civil,no,Sin informacion,"(6.461209, -71.730855)",TAME,ARAUCA,"Vereda Arabia, Finca Pueblo Seco",6.461209,-71.730855,Rural,2004,3,81794,81
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(3.491517, -69.811526)",BARRANCOMINAS,GUAINIA,Via Miro Lindo Kilometro Seis,3.491517,-69.811526,Rural,2004,12,94343,94
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.535, -76.75)",DAGUA,VALLE DEL CAUCA,Sin informacion,3.535,-76.75,Rural,2003,5,76233,76
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(3.535, -76.75)",DAGUA,VALLE DEL CAUCA,Sin informacion,3.535,-76.75,Rural,2003,5,76233,76
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.45731, -73.941577)",ARENAL,BOLIVAR,Sitio La Ye De San Rafael,8.45731,-73.941577,Rural,2001,7,13042,13
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.041389, -75.223056)",ANORI,ANTIOQUIA,Vereda La Meseta,7.041389,-75.223056,Rural,2008,1,5040,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.041389, -75.223056)",ANORI,ANTIOQUIA,Vereda La Meseta,7.041389,-75.223056,Rural,2008,1,5040,5
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(7.041389, -75.223056)",ANORI,ANTIOQUIA,Vereda La Meseta,7.041389,-75.223056,Rural,2008,1,5040,5
Mujer,Mayor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.965414, -75.10198)",SAN FRANCISCO,ANTIOQUIA,Sin informacion,5.965414,-75.10198,Rural,2005,3,5652,5
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda La Cuchilla,5.731577,-75.1416,Rural,2005,7,5055,5
Hombre,Menor de 18 anos,Herido,Sin Informacion,Civil,no,Sin informacion,"(5.731577, -75.1416)",ARGELIA,ANTIOQUIA,Vereda La Cuchilla,5.731577,-75.1416,Rural,2005,7,5055,5
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.678015, -75.284447)",EL DONCELLO,CAQUETA,Vereda La Esmeralda,1.678015,-75.284447,Rural,2006,3,18247,18
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.678015, -75.284447)",EL DONCELLO,CAQUETA,Vereda La Esmeralda,1.678015,-75.284447,Rural,2006,3,18247,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.976464, -75.794998)",SUAZA,HUILA,La Perla,1.976464,-75.794998,Rural,2002,2,41770,41
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(1.976464, -75.794998)",SUAZA,HUILA,La Perla,1.976464,-75.794998,Rural,2002,2,41770,41
Hombre,Mayor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(2.00927111827, -76.7579726356)",LA VEGA,CAUCA,Sin informacion,2.00927111827,-76.7579726356,Rural,1997,2,19397,19
Hombre,Menor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(6.979151, -75.296386)",CAMPAMENTO,ANTIOQUIA,Vereda Quebrada Negra,6.979151,-75.296386,Rural,2002,8,5134,5
Hombre,Mayor de 18 anos,Muerto,Sin Informacion,Civil,no,Sin informacion,"(7.268891, -73.152703)",RIONEGRO,SANTANDER,Vereda Sucre,7.268891,-73.152703,Rural,2001,7,68615,68
Hombre,Mayor de 18 anos,Muerto,Agricultura,Civil,no,Sin informacion,"(6.703536, -73.509679)",EL CARMEN,SANTANDER,Vereda Hojarazca,6.703536,-73.509679,Rural,1990,2,68235,68
Hombre,Mayor de 18 anos,Herido,"Pasando, estando cerca",Civil,no,Sin informacion,"(1.195129, -75.707194)",VALPARAISO,CAQUETA,Sin informacion,1.195129,-75.707194,Rural,2003,2,18860,18
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.939542, -73.207891)",PUERTO RICO,META,Vereda Buenos Aires,2.939542,-73.207891,Rural,2006,7,50590,50
Hombre,Mayor de 18 anos,Herido,Fuerza publica,Fuerza publica,no,Sin informacion,"(2.939542, -73.207891)",PUERTO RICO,META,Vereda Buenos Aires,2.939542,-73.207891,Rural,2006,7,50590,50
Hombre,Mayor de 18 anos,Muerto,Fuerza publica,Fuerza publica,no,Sin informacion,"(8.437183, -73.287706)",TEORAMA,NORTE DE SANTANDER,Sin informacion,8.437183,-73.287706,Rural,2002,1,54800,54
